name,category,cell_id,position_x,position_y,position_z
"Treyval Veranda",housing,0x536901D9,83.74,-93.75,0
"Trial of the Arm",dungeon,0x009F01D3,60,-330,-17.995
"Trial of the Deep",dungeon,0x00A90122,0,-50,0.005
"Trial of the Mind",dungeon,0x009F017E,80,-270,-35.995
"Trialos",dungeon,0x01C30105,11.3,-72.92,0
"Trials Graduation",dungeon,0x009F010B,100,-38.0138,-53.995
"Trials of the Arm, Mind and Heart",dungeon,0x009F0216,70,-247.588,-5.995
"Triumphal Gardens",housing,0x98000161,83.74,-93.75,0
"Trophy Room (0x0074)",dungeon,0x00740549,199.324,-139.447,0.005
"Trophy Room (0x0075)",dungeon,0x0075047C,180,-164.108,0.005
"Trophy Room (0x0076)",dungeon,0x00760488,180,-120,0.005
"Trothyr Hollow",housing,0x87000161,83.74,-93.75,0
"Trothyr's Rest",dungeon,0x01FD02B5,88.76,-59.916,12
"Tufa Meeting Hall",dungeon,0x01310126,30,-60,6
"Tumerok Base",dungeon,0x01A1016E,120,-10,30
"Tumerok Cave",dungeon,0x028602BF,40,-50,0
"Tumerok Cavern",dungeon,0x02920219,34.4,-27.7,0
"Tumerok Chamber",dungeon,0x01BC011D,53.19,-33.33,0
"Tumerok Dungeon",dungeon,0x01A0013A,40.219,-50.724,0
"Tumerok Fortress (20+)",dungeon,0x01BE01C2,69.6,-66.9,-6
"Tumerok Mine (15+)",dungeon,0x01C10234,56.2,-130.46,6
"Tumerok Outpost",dungeon,0x01BF01A3,37.45,-57.21,0
"Tumerok Post",dungeon,0x019F0133,10,-10,0
"Tumideon Fortress (30+)",dungeon,0x02C70198,60,-390,0
"Tunnel of Love (120+)",dungeon,0x00320104,68.0962,-1.76758,0.005
"Tunnels",dungeon,0x0180019E,40,-260,0.005
"Tusker Abode (20+)",dungeon,0x5C450384,325.98,-99.5934,0.005
"Tusker Armory (50+)",dungeon,0x594801AB,40,-170,0.005
"Tusker Assault (85+)",dungeon,0x584902C8,100,-90,0.005
"Tusker Barracks (40+)",dungeon,0x5A4801B5,40,-170,0.005
"Tusker Burrow",dungeon,0x57480210,148.378,-2.8159,0.005
"Tusker Cave (12+)",dungeon,0x5B460100,70.0456,-94.1599,-41.995
"Tusker Cavern (15+)",dungeon,0x5C430272,90.2216,-136.362,12.005
"Tusker Den (200+)",dungeon,0x586F029B,260,-170,0.006
"Tusker Encampments (30+)",dungeon,0x5C440159,139.949,-86.2076,0.005
"Tusker Food Storage",dungeon,0x5E440367,110.288,-147.132,0.005
"Tusker Freehold (25+)",dungeon,0x58480128,77.9671,-28.5539,0.005
"Tusker Gauntlet (100+)",dungeon,0x5C4601C1,40.088,-126.196,0.005
"Tusker Grotto (12+)",dungeon,0x5C470183,7.22157,-179.778,0.005
"Tusker Habitat (25+)",dungeon,0x5B470177,46.8239,-6.53167,0.005
"Tusker Holding (60+)",dungeon,0x5B480384,325.98,-99.5934,0.005
"Tusker Honeycombs (80+)",dungeon,0x5A49029F,234.407,0.122795,0.005
"Tusker Lacuna (100+)",dungeon,0x5949029E,90.2216,-136.362,12.005
"Tusker Lodge (5+)",dungeon,0x57490102,50,-150,0.005
"Tusker Pits (45+)",dungeon,0x5A4A0275,83.3614,-140.061,0.005
"Tusker Quarters (30+)",dungeon,0x5B4A0210,148.551,-1.84039,0.005
"Tusker Retreat (5+)",dungeon,0x5C490138,89.8429,-116.371,0.005
"Tusker Temple (1-20)",dungeon,0x5D4402F9,160,-130,0.005
"Tusker Temple (20-40)",dungeon,0x5D4302F9,160,-130,0.005
"Tusker Temple (40+)",dungeon,0x5C4A02F9,160,-130,0.005
"Tusker Tunnels (70+)",dungeon,0x5D450231,62.0466,-2.9796,0.005
"Tusker Warrior's Lair",dungeon,0x604304F5,40,-63.1219,6.005
"Twisted Refuge (150+)",dungeon,0x576F01B1,40,-40,-5.99
"Umbral Hall",dungeon,0x0179010D,100,-100,0.005
"Undead Temple",dungeon,0x03A502E2,270,-110,0.005
"Under-Cove Crypt",dungeon,0x01570147,0,-20,0
"Underground City",dungeon,0x01E901AD,120,-130,-11.995
"Underground Forest",dungeon,0x013C0201,10,-40,6
"Underground Passage",dungeon,0x01C20123,80,-70,-24
"Underway",dungeon,0x017E019E,40,-260,0.005
"Unfinished Temple",dungeon,0x015B016E,30,0,6
"Unicorn's Grace (35+)",dungeon,0x64490278,109.641,-44.281,0.005
"Uninhabited Area",dungeon,0x02D2011F,70,-120,0
"Upper Chakron Flux",dungeon,0x02AF0308,40,0,0
"Upper Corridor",dungeon,0x5E450105,90.9366,-89.9171,-44.081
"Upper Empyrean Acid Cistern",dungeon,0x526D0256,40,-30,6
"Upper Empyrean Fire Cistern",dungeon,0x526F0246,40,-30,6
"Upper Empyrean Ice Cistern",dungeon,0x52710257,40,-30,6
"Upper Empyrean Lightning Cistern",dungeon,0x52730276,30,-40,6
"Upper Empyrean Mausoleum",dungeon,0x02AC02E4,550.2,-138.1,0
"Upper Sanctum of Xik Minru (130+)",dungeon,0x00F0052C,79.9425,-110.048,48.005
"Upper Shade Stronghold (26+)",dungeon,0x02B10135,130,-120,-24
"Uziz Meeting Hall",dungeon,0x01320126,30,-60,6
"Valorya Gate",housing,0x77000161,83.74,-93.75,0
"Vault of Eternal Slumber",dungeon,0x004E055A,40,-440,0.005
"Venemous Nidus (40+)",dungeon,0x536E027C,90,-50,0
"Venerable Mausoleum (200+)",dungeon,0x577103E3,170.022,-279.979,0.005
"Vengeance Caverns (45+)",dungeon,0x5D4601E1,11.9721,-109.085,0.005
"Vesper Gate",housing,0x75000161,83.74,-93.75,0
"Viamontian Direlands Mine (100+)",dungeon,0x00480330,45.8297,-174.208,0.005
"Viamontian Esper Mine (100+)",dungeon,0x0048051A,235.545,-45.5886,0.005
"Viamontian Garrison",dungeon,0x00020224,90,-50,0.005
"Viamontian Laboratory",dungeon,0x00680186,40,-150,0.005
"Viamontian Royal Prison (80+)",dungeon,0x001E029B,20,0,0.005
"Viamontian Torture Chamber",dungeon,0x02EB022F,0,-20,0.005
"Victory Residential Halls",housing,0x56500140,40,-70,0
"Vile Sanctuary",dungeon,0x001701CA,12.2668,-59.989,12.005
"Vile-Smelling Refuse (0x0278)",dungeon,0x02780369,150,-100,0.005
"Vile-Smelling Refuse (0x0279)",dungeon,0x0279037B,110,0,0.005
"Vile-Smelling Refuse (0x027A)",dungeon,0x027A0325,90,-10,0.005
"Vile-Smelling Refuse (0x027B)",dungeon,0x027B030C,130,-130,0.005
"Vile-Smelling Refuse (0x0280)",dungeon,0x0280041C,60,-90,0.005
"Vindalan Dwellings",housing,0x7F000161,83.74,-93.75,0
"Virindi Complex",dungeon,0x5B450314,30,-20,3.62991
"Virindi Edifice (180+)",dungeon,0x5867026B,180,-160,0.005
"Virindi Fort (15+)",dungeon,0x01400206,50,-10,0
"Virindi Research Facility (150+)",dungeon,0x56550318,210,-270,0.005
"War Room (80+)",dungeon,0x0010035E,110.589,-191.144,0.005
"Warehouse",dungeon,0x574B010F,40.1,-7,0
"Warehouse Annex Mine (0x5648)",dungeon,0x5648014B,0,-50,0.005
"Warehouse Annex Mine (0x574C)",dungeon,0x574C03E2,176.029,-310.063,12.005
"Wasteland Hive (70+)",dungeon,0x0285010A,100,-70,-30
"Water Temple",dungeon,0x0168012A,40,-20,0
"Waterfall Cave",dungeon,0x02D50237,92.3256,-0.699978,0.005
"Watery Grotto",dungeon,0x017B0154,70,-80,0.005
"Weakened Royal Vault",dungeon,0x001102D6,0,-10,0.005
"Weakened Vault Sewers",dungeon,0x000C0142,110,0,0.005
"Web Maze",dungeon,0x01B20101,9.61,-30.47,0
"Wedding Trials Dungeon",dungeon,0x52690164,50,-190,0
"West Fork Dam Hive (180+)",dungeon,0x5869026B,120,-90,0.055
"West Library Conveyance",dungeon,0x64440144,90,-300,-23.995
"Western Aerlinthe Island",dungeon,0xB8E80103,175.8,132.1,-1.8
"Western Power Forge (100+)",dungeon,0x00060100,0,-170,6.005
"Western Royal Hive",dungeon,0x586A0148,280,-260,0.015
"Western Temple Catacombs (100+)",dungeon,0x004D06E6,90,-360,0
"Whispering Blade Chapterhouse",dungeon,0x00810128,80,-10,0.005
"Whispering Caverns",dungeon,0xEA6C0156,155.588,246.538,-11.195
"White Lotus Gate",housing,0x82000161,83.74,-93.75,0
"Wilamil Court",housing,0x99000161,83.74,-93.75,0
"Wilderness Citadel",dungeon,0x02F20152,140,-130,0
"Winthur Gate",housing,0x72000161,83.74,-93.75,0
"Winthura's Garden (8+)",dungeon,0x014B0213,80,-120,0
"Xao Wu Gardens",housing,0x8F000161,83.74,-93.75,0
"Xarabydun Lifestone",dungeon,0x02D30116,40,-40,0
"Xarabydun Town",dungeon,0x934B023E,103.6,25.1,-13.6
"Xi Ru's Chapel",dungeon,0x019502DF,230,-250,0.005
"Xi Ru's Crypt",dungeon,0x0196023D,100,-140,0.005
"Xi Ru's Library",dungeon,0x0195020A,90,-150,0.005
"Xi Ru's Remembrance",dungeon,0x019602E2,240,-130,0.005
"Yanshi Lower Undermine",dungeon,0x0046010E,10,-270,0.005
"Yanshi Meeting Hall",dungeon,0x01330126,30,-60,6
"Yanshi Tunnel",dungeon,0x01D00117,28.5,1.2,0
"Yanshi Upper Undermine",dungeon,0x00460242,360,-240,12.005
"Yaraq Meeting Hall",dungeon,0x01340126,30,-60,6
"Yaraq Tunnels",dungeon,0x01FB0206,92,-20,0
"Zaikhal Meeting Hall",dungeon,0x01350126,30,-60,6
